I did it.
I did it.
I failed.
I forgot.
I get it.
I got it.
I got it.
I phoned.
I phoned.
I refuse.
I refuse.
I saw it.
I saw it.
I stayed.
I stayed.
I use it.
I use it.
I use it.
I'll pay.
I'll try.
I'll try.
I'm back.
I'm back.
I'm bald.
I'm busy.
I'm busy.
I'm calm.
I'm cold.
I'm deaf.
I'm deaf.
I'm done.
I'm fast.
I'm fine.
I'm fine.
I'm fine.
I'm free!
I'm free.
I'm free.
I'm full.
I'm full.
I'm glad.
I'm home.
I'm late.
I'm lazy.
I'm lazy.
I'm lazy.
I'm lazy.
I'm okay.
I'm okay.
I'm safe.
I'm sick.
I'm sure.
I'm sure.
I'm sure.
I'm sure.
I'm tall.
I'm thin.
I'm tidy.
I'm tidy.
I'm ugly.
I'm ugly.
I'm weak.
I'm well.
I'm well.
I've won.
I've won.
It helps.
It hurts.
It works.
It works.
It's Tom.
It's fun.
It's fun.
It's his.
It's his.
It's new.
It's new.
It's odd.
It's sad.
Keep out!
Keep out.
Kiss Tom.
Leave it.
Leave it.
Leave me.
Leave us.
Leave us.
Let's go!
Let's go!
Look out!
Look out!
Marry me.
Marry me.
May I go?
May I go?
May I go?
Save Tom.
Save Tom.
She came.
She died.
She runs.
Sit down!
Sit down!
Sit here.
Sit here.
Speak up!
Speak up!
Stop Tom.
Stop Tom.
Tell Tom.
Tell Tom.
Terrific!
Terrific!
Terrific!
They won.
They won.
They won.
They won.
Tom came.
Tom died.
Tom died.
Tom knew.
Tom left.
Tom left.
Tom lied.
Tom lies.
Tom lost.
Tom paid.
Too late.
Trust me.
Trust me.
Try hard.
Try some.
Try some.
Try this.
Try this.
Use this.
Use this.
Use this.
Use this.
Warn Tom.
Warn Tom.
Watch me.
Watch me.
Watch us.
Watch us.
We agree.
We'll go.
What for?
What for?
What fun!
What fun!
Who came?
Who died?
Who fell?
Who's he?
Write me.
Write me.
You lost.
You lost.
After you.
Aim. Fire!
Am I late?
Answer me.
Be seated.
Be seated.
Birds fly.
Bless you.
Call home!
Calm down!
Calm down.
Can we go?
Can we go?
Can we go?
Catch Tom.
Catch Tom.
Catch him.
Come back.
Come back.
Come here.
Come here.
Come over!
Come over!
Come over.
Come over.
Come over.
Come over.
Come over.
Come soon.
Come soon.
Cool down.
Did I win?
Did I win?
Did I win?
Do it now.
Dogs bark.
Dogs bark.
Don't ask.
Don't cry.
Don't die.
Don't die.
Don't lie.
Don't run.
Don't run.
Excuse me.
Fantastic!
Feel this.
Feel this.
Feel this.
Feel this.
Follow me.
Follow us.
Follow us.
Forget it!
Forget it!
Forget it!
Forget it!
Forget it.
Forget it.
Get a job.
Get a job.
Get a job.
Get a job.
Get ready.
Get ready.
Go get it.
Go get it.
Go inside.
Go to bed.
Go to bed.
Good luck.
Good luck.
Grab that.
Grab that.
Grab that.
Grab that.
Grab this.
Grab this.
Hands off.
He is ill.
He is old.
He's good.
He's lazy.
He's rich.
Here I am.
Here's $5.
Hold fire.
Hold fire.
Hold this.
Hold this.
Hold this.
Hold this.
How awful!
How's Tom?
How's Tom?
I am busy.
I am calm.
I am cold.
I am fine.
I am good.
I am here.
I am lazy.
I am lazy.
I am lazy.
I am lazy.
I am okay.
I am sick.
I am sure.
I am sure.
I am weak.
I beg you.
I beg you.
I beg you.
I beg you.
I can run.
I can ski.
I cringed.
I cringed.
I cringed.
I give up.
I got hot.
I got hot.
I had fun.
I had fun.
I had fun.
I had fun.
I hate it.
I have it.
I hit Tom.
I hope so.
I knew it.
I like it.
I lost it.
I love it!
I love it.
I mean it!
I mean it.
I must go.
I must go.
I must go.
I must go.
I must go.
I must go.
I must go.
I must go.
I need it.
I need it.
I noticed.
I promise.
I relaxed.
I relaxed.
I said no.
I said so.
I saw him.
I saw him.
I saw him.
I saw one.
I saw one.
I saw you.
I saw you.
I saw you.
I saw you.
I saw you.
I saw you.
I saw you.
I saw you.
I see Tom.
I shouted.
I tripped.
I tripped.
I want it.
I was new.
I was new.
I will go.
I woke up.
I woke up.
I'd agree.
I'd leave.
I'll call.
I'll cook.
I'll help.
I'll live.
I'll obey.
I'll pack.
I'll pack.
I'll pack.
I'll pass.
I'll quit.
I'll sing.
I'll stop.
I'll swim.
I'll talk.
I'll talk.
I'll wait.
I'll walk.
I'll work.
I'll work.
I'm a cop.
I'm a man.
I'm alive.
I'm alive.
I'm alive.
I'm alone.
I'm alone.
I'm angry.
I'm angry.
I'm armed.
I'm armed.
I'm awake.
I'm blind.
I'm broke.
I'm clean.
I'm clean.
I'm crazy.
I'm crazy.
I'm cured.
I'm cured.
I'm drunk.
I'm drunk.
I'm drunk.
I'm dying.
I'm early.
I'm first.
I'm fussy.
I'm fussy.
I'm fussy.
I'm going.
I'm going.
I'm going.
I'm going.
I'm loyal.
I'm loyal.
I'm lucky.
I'm lucky.
I'm lucky.
I'm lucky.
I'm lucky.
I'm lying.
I'm quiet.
I'm ready!
I'm ready!
I'm ready.
I'm right.
I'm sober.
I'm sorry.
I'm sorry.
I'm sorry.
I'm sorry.
I'm sorry.
I'm stuck.
I'm timid.
I'm tired.
I'm tough.
I'm tough.
I'm tough.
I'm tough.
I'm yours.
I'm yours.
I've lost.
Is Tom OK?
Is Tom OK?
Is it bad?
Is it far?
Is it far?
Is it hot?
Is it you?
Is it you?
Is it you?
It failed.
It is new.
It is new.
It snowed.
It stinks.
It stinks.
It worked.
It worked.
It's 3:30.
It's 8:30.
It's 8:30.
It's cold.
It's cold.
It's dark.
It's dead.
It's dead.
It's dead.
It's done.
It's food.
It's free.
It's here.
It's here.
It's hers.
It's hers.
It's late.
It's lost.
It's open.
It's ours.
It's ours.
It's ours.
It's sand.
It's time.
It's time.
It's true!
It's work.
Keep this.
Keep this.
Let it be.
Let it be.
Let me go!
Let me go!
Let me go!
Let me go!
Let me go!
Let me go!
Let me go!
Let me go!
Let me go.
Let me go.
Let me go.
Let me go.
Let me in.
Let me in.
Let's ask.
Let's see.
Lie still.
Lie still.
Lie still.
Lie still.
Lie still.
Lie still.
Look back!
Look back!
Look here.
Look here.
Loosen up.
Loosen up.
Loosen up.
Loosen up.
Loosen up.
Move over.
Move over.
Move over.
Nice shot!
Of course!
Of course!
Of course!
Of course.
Of course.
Oh please!
Oh please!
Pardon me?
Pardon me?
Pardon me?
Read this.
Say hello.
See above.
See below.
See below.
Seriously?
Seriously?
Seriously?
She cried.
She cried.
She cried.
She tried.
She walks.
She's hot.
She's hot.
Sign here.
Sign here.
Sign this.
Sign this.
Slow down.
Slow down.
Stay back.
Stay back.
Stay calm.
Stay calm.
Stay calm.
Stay calm.
Stay calm.
Stay down!
Stay down!
Stay down.
Stay down.
Stay here.
Stay here.
Stay here.
Stay thin.
Step back.
Step back.
Stop that!
Stop that.
Stop that.
Stop them.
Take care!
Take care!
Take care.
Take care.
Take mine.
Take mine.
Take mine.
Take mine.
Take mine.
Take mine.
Take mine.
Take mine.
Take this.
Take this.
Thank you.
That's it.
They fell.
They fell.
They left.
They left.
They lied.
They lied.
They lost.
They lost.
They swam.
They swam.
They swam.
They swam.
Time's up.
Tom cried.
Tom knits.
Tom knows.
Tom spoke.
Tom walks.
Tom works.
Tom's fat.
Tom's mad.
Tom's mad.
Tom's sad.
Trust Tom.
Trust Tom.
Try again.
Try again.
Try again.
Try it on.
Turn left.
Wait here.
Wait here.
Wait here.
Wait here.
Watch out!
Watch out!
Watch out!
We agreed.
We did it!
We did it.
We did it.
We forgot.
We saw it.
We saw it.
We talked.
We talked.
We talked.
We talked.
We talked.
We waited.
We waited.
We'll try.
We'll try.
We'll win.
We'll win.
We're hot.
We're sad.
We're shy.
Well done!
Well done!
Well done!
Well done!
Well done!
What else?
What else?
What's up?
What's up?
Who cares?
Who cares?
Who cares?
Who is he?
Who is he?
Who is it?
Who is it?
Who knows?
Who spoke?
Who'll go?
Who's Tom?
Who's ill?
Wonderful!
Wonderful!
Write Tom.
You drive.
You drive.
You drive.
You start.
You start.
You tried.
You tried.
All aboard!
Am I clear?
Am I clear?
Am I dying?
Am I dying?
Am I early?
Am I fired?
Am I first?
Am I first?
Am I hired?
Am I hired?
Am I right?
Am I right?
Am I wrong?
Am I wrong?
Am I wrong?
Answer Tom.
Answer Tom.
Are you OK?
Are you up?
Are you up?
Are you up?
Are you up?
Are you up?
Are you up?
Are you up?
Are you up?
Ask anyone.
Ask anyone.
Ask anyone.
Ask around.
Ask around.
Be careful!
Be careful!
Be careful!
Be careful!
Be careful!
Be careful!
Be careful!
Be careful!
Be careful!
Be careful.
Be careful.
Be careful.
Be careful.
Be careful.
Be careful.
Be content.
Be content.
Be content.
Be content.
Be content.
Be content.
Be on time.
Be on time.
Be serious.
Be serious.
Be serious.
Be serious.
Be serious.
Birds sing.
Bottoms up!
Bring food.
Bring food.
Bring wine.
Bring wine.
Can I come?
Can I help?
Can I stay?
Carry this.
Check that.
Check that.
Check that.
Check this.
Check this.
Choose one.
Choose one.
Come alone.
Come alone.
Come alone.
Come alone.
Come alone.
Come alone.
Come along.
Come on in!
Come on in.
Come quick!
Come quick!
Come to me.
Come to us.
Cut it out!
Cut it out!
Cut it out.
Did we win?
Do I stink?
Do come in!
Do men cry?
Don't fret.
Don't fret.
Don't fret.
Don't fret.
Don't jump!
Don't jump!
Don't move!
Don't move!
Don't move.
Don't move.
Don't rush.
Don't rush.
Don't sing.
Don't sing.
Don't talk!
Don't talk!
Don't talk.
Don't talk.
Don't wait.
Don't wait.
Duty calls.
Face facts!
Face facts!
Face facts!
Fill it up.
Find a job.
Find a job.
Follow Tom.
Follow Tom.
Follow him.
Follow him.
Forget Tom.
Forget Tom.
Forget him.
Forget him.
Forgive me.
Forgive us.
Get a life!
Get to bed.
Get to bed.
Get to bed.
Give it up.
Give it up.
Go warm up.
Go warm up.
He gave in.
He gave in.
He hung up.
He hung up.
He is busy.
He is here!
He is kind.
He is late.
He is lazy.
He is lazy.
He is poor.
He is sick.
He made it.
He's Swiss.
He's Swiss.
He's broke.
He's broke.
He's drunk.
He's drunk.
He's smart.
Here he is!
Here it is.
Here it is.
Here it is.
Here we go.
Here we go.
Hold still.
Hold still.
How lovely!
How's work?
Hurry home.
Hurry home.
I am a man.
I am human.
I am ready.
I am right.
I am sorry.
I am sorry.
I am tired.
I am tired.
I broke it.
I broke it.
I built it.
I built it.
I can come.
I can cook.
I can jump.
I can read.
I can read.
I can sing.
I can stay.
I can swim.
I can wait.
I can walk.
I can't go.
I can't go.
I can't go.
I did that.
I did that.
I disagree.
I do worry.
I doubt it.
I eat here.
I envy Tom.
I envy him.
I envy you.
I envy you.
I feel bad.
I feel old.
I feel old.
I felt bad.
I felt ill.
I felt ill.
I felt ill.
I felt sad.
I felt sad.
I felt sad.
I fixed it.
I fixed it.
I fixed it.
I fixed it.
I found it.
I found it.
I got busy.
I got busy.
I got lost.
I got sick.
I got sick.
I guess so.
I guess so.
I had help.
I hate you.
I hate you.
I have one.
I have one.
I have won.
I have won.
I hear you.
I help him.
I hope not.
I hope not.
I know CPR.
I know her.
I know him.
I like art.
I like him.
I like him.
I like tea.
I like you.
I like you.
I like you.
I liked it.
I liked it.
I listened.
I love Tom.
I love tea.
I love you.
I love you.
I loved it.
I made tea.
I made two.
I made two.
I met them.
I met them.
I met them.
I must run.
I must run.
I need air.
I need air.
I need ice.
I need you.
I need you.
I panicked.
I promised.
I ran away.
I ran home.
I remember.
I remember.
I remember.
I said yes.
I sat down.
I saw that.
I saw them.
I saw them.
I saw them.
I screamed.
I see them.
I survived.
I threw up.
I tried it.
I tried it.
I use this.
I want one!
I want one!
I want one.
I want one.
I want you.
I want you.
I want you.
I was away.
I was busy.
I was good.
I was good.
I was good.
I was good.
I was hurt.
I was late.
I was late.
I was lost.
I was lost.
I was sick.
I was sick.
I will try.
I will try.
I won't go.
I work out.
I wrote it.
I wrote it.
I'd accept.
I'll check.
I'll do it.
I'll do it.
I'll drive.
I'll go in.
I'll hurry.
I'll leave.
I'll shoot.
I'll stand.
I'll start.
I'm French.
I'm a hero.
I'm a liar.
I'm baking!
I'm better.
I'm buying.
I'm buying.
I'm chubby.
I'm chubby.
I'm eating.
I'm famous.
I'm famous.
I'm faster.
I'm flabby.
I'm greedy.
I'm greedy.
I'm greedy.
I'm hiding.
I'm honest.
I'm humble.
I'm hungry!
I'm hungry.
I'm immune.
I'm immune.
I'm in bed.
I'm in bed.
I'm in bed.
I'm joking.
I'm loaded.
I'm lonely.
I'm lonely.
I'm losing.
I'm moving.
I'm normal.
I'm normal.
I'm paying.
I'm paying.
I'm pooped.
I'm rested.
I'm rested.
I'm ruined.
I'm ruined.
I'm shaken.
I'm shaken.
I'm single.
I'm skinny.
I'm skinny.
I'm sleepy!
I'm sleepy!
I'm sneaky.
I'm sneaky.
I'm strict.
I'm strict.
I'm strong.
I'm strong.
I'm thirty.
I'm wasted.
I've tried.
I've tried.
Ignore Tom.
Ignore Tom.
Ignore him.
Is Tom ill?
Is Tom ill?
Is he busy?
Is he dead?
Is he dead?
Is he dead?
Is he tall?
Is it blue?
Is it done?
Is it free?
Is it hard?
Is it love?
Is it love?
Is it nice?
Is it safe?
Is it safe?
Is it safe?
Is it time?
Is it true?
Is that it?
Is that so?
Is that so?
Is that so?
It is cold.
It is cold.
It matters.
It matters.
It matters.
It went OK.
It'll work.
It'll work.
It's a fad.
It's a fad.
It's a fad.
It's awful.
It's awful.
It's bogus.
It's bulky.
It's cheap.
It's clean.
It's early.
It's funny.
It's funny.
It's funny.
It's green.
It's my CD.
It's night.
It's on me.
It's phony.
It's quiet.
It's quiet.
It's ready.
It's right.
It's safer.
It's sweet.
It's sweet.
It's weird.
It's wrong.
It's yours.
It's yours.
It's yours.
It's yours.
Jesus wept.
Jesus wept.
Just do it.
Just do it.
Just do it.
Just relax.
Just relax.
Keep quiet!
Keep quiet!
Keep quiet.
Keep quiet.
Keep quiet.
Keep still.
Keep still.
Let him go!
Let him go!
Let him go!
Let him go!
Let him go.
Let him go.
Let him go.
Let him go.
Let him in.
Let him in.
Let him in.
Let him in.
Let me die.
Let me die.
Let me out!
Let me out!
Let me pay.
Let me pay.
Let me see.
Let me try.
Let me try.
Let me try.
Let us out.
Let us out.
Let's chat.
Let's kiss.
Let's pray.
Let's talk.
Let's work.
Lighten up.
Lighten up.
Look again.
Look again.
Look at it.
Look at it.
Look at me.
Look it up.
Love hurts.
Love hurts.
Mama cried.
Mama cried.
Never mind!
Never mind!
No comment.
No kidding?
No kidding?
No problem!
No problem!
No problem.
No problem.
No problem.
No problem.
"Oh, really?"
Once again.
Pick it up.
Please sit.
Run for it!
Run for it!
Run for it!
Run for it!
Run for it!
Run for it!
Run for it!
Run for it!
Run for it!
Say please.
Say please.
Shadow him.
She is old.
She smiled.
She's busy.
She's nice.
Smell this.
Smell this.
Stand back!
Stand back!
Stand back!
Stand back!
Start here.
Start here.
Stay alert.
Stay alert.
Stay awake.
Stay awake.
Stay close.
Stay close.
Stay sharp.
Stay still.
Step aside.
Step aside.
Stop lying.
Stop lying.
Study hard.
Study hard.
Take a bus.
Take a nap.
Take cover!
Take cover!
Take notes.
Take notes.
Talk to me!
Talk to me!
Talk to me!
Talk to me.
Talk to me.
Taste this.
Taste this.
Taste this.
That a boy!
That a boy!
That hurts.
That works.
That's all.
That's fun.
That's fun.
That's her.
That's his.
That's his.
That's his.
That's odd.
They agree.
They agree.
They cheat.
They cheat.
They voted.
They voted.
This is it.
This works.
Time flies.
Time flies.
Time is up.
Time is up.
Tom agrees.
Tom cheats.
Tom drinks.
Tom drives.
Tom forgot.
Tom forgot.
Tom helped.
Tom helped.
Tom is fat.
Tom is mad.
Tom is new.
Tom jumped.
Tom looked.
Tom looked.
Tom nodded.
Tom obeyed.
Tom obeyed.
Tom paints.
Tom sighed.
Tom smokes.
Tom snores.
Tom stayed.
Tom talked.
Tom yawned.
Tom'll cry.
Tom'll pay.
Tom's dead.
Tom's deaf.
Tom's died.
Tom's fast.
Tom's free.
Tom's glad.
Tom's glad.
Tom's glad.
Tom's gone.
Tom's here.
Tom's here.
Tom's home.
Tom's home.
Tom's left.
Tom's left.
Tom's safe.
Tom's weak.
Tom's well.
Tough luck!
Turn it up.
Turn it up.
Turn it up.
Turn it up.
Wait a bit.
Wait a bit.
Wait a sec.
Wait a sec.
We all die.
We all die.
We all lie.
We are men.
We buy CDs.
We can pay.
We can try.
We can try.
We can win.
We can win.
We like it.
We made it.
We made it.
We made it.
We must go.
We must go.
We must go.
We must go.
We need it.
We saw you.
We saw you.
We saw you.
We saw you.
We saw you.
We saw you.
We want it.
We'll cook.
We'll fail.
We'll help.
We'll obey.
We'll pass.
We'll swim.
We'll wait.
We'll walk.
We'll work.
We're back.
We're busy.
We're busy.
We're done.
We're done.
We're done.
We're done.
We're even.
We're fine.
We're here.
We're here.
We're home.
We're late.
We're lazy.
We're lazy.
We're lost.
We're lost.
We're rich.
We're safe.
We're sunk.
We're sunk.
We're weak.
What a day!
What's new?
Where am I?
Who are we?
Who did it?
Who did it?
Who has it?
Who is Tom?
Who phoned?
Who saw me?
Who stayed?
Who talked?
Who yelled?
Who's here?
Who's that?
Who's that?
Why bother?
You decide.
You decide.
You did it!
You did it!
You may go.
You may go.
You may go.
You may go.
You may go.
You may go.
You're bad.
You're big.
You're big.
You're big.
You're big.
You're big.
You're big.
You're fun.
You're fun.
You're old.
You're old.
You're old.
You're old.
You're old.
You're sad.
You're sad.
You're shy.
You're shy.
You've won!
You've won!
All is well.
Am I hungry!
Am I stupid?
Am I stupid?
Anyone home?
Anyone home?
Anyone home?
Anyone hurt?
Anyone hurt?
Are we done?
Are we done?
Are we lost?
Are we lost?
Are we safe?
Are you Tom?
Are you Tom?
Are you hot?
Are you hot?
Are you mad?
Are you mad?
Are you mad?
Are you new?
Are you sad?
As you like.
As you like.
Ask anybody.
Ask anybody.
Ask anybody.
Ask anybody.
Be creative.
Be creative.
Be creative.
Be creative.
Be creative.
Be creative.
Be discreet.
Be discreet.
Be discreet.
Be discreet.
Be discreet.
Be discreet.
Be friendly.
Be friendly.
Be friendly.
Be friendly.
Be friendly.
Be friendly.
Be merciful.
Be merciful.
Be merciful.
Be merciful.
Be merciful.
Be merciful.
Be merciful.
Be merciful.
Be merciful.
Be merciful.
Be merciful.
Be prepared.
Be prepared.
Be prepared.
Be prepared.
Be prepared.
Be prepared.
Be prepared.
Be prepared.
Be prepared.
Be prepared.
Be prepared.
Be prepared.
Be punctual.
Be punctual.
Be punctual.
Be punctual.
Be punctual.
Be punctual.
Be ruthless.
Be ruthless.
Be ruthless.
Be sensible.
Be sensible.
Be sensible.
Be watchful.
Be watchful.
Be watchful.
Be watchful.
Be yourself.
Be yourself.
Beer's good.
Break it up!
Can it wait?
Can we come?
Can we help?
Can we stop?
Can we talk?
Can you see?
Can you see?
Can you ski?
Can you ski?
Can you try?
Clean it up.
Clean it up.
Come get it.
Come get me.
Come inside.
Come off it!
Come off it!
Come off it!
Come off it!
Come off it!
Come off it!
Come off it.
Come off it.
Cook for me.
Cook for me.
Count me in.
Cover it up.
Cover it up.
Deal me out.
Did Tom eat?
Did Tom eat?
Did it hurt?
Did you win?
Did you win?
Did you win?
Do it again!
Do it again!
Do it again!
Do it again!
Do it again!
Do it again!
Do it again!
Do it right.
Do it right.
Do your job.
Don't cheat.
Don't cheat.
Don't do it!
Don't do it!
Don't do it.
Don't do it.
Don't fight.
Don't gloat.
Don't gloat.
Don't laugh.
Don't laugh.
Don't leave!
Don't leave!
Don't leave!
Don't leave.
Don't leave.
Don't panic!
Don't panic!
Don't shoot!
Don't shoot!
Don't shoot.
Don't shoot.
Don't shout.
Don't smile.
Don't smile.
Don't smoke.
Don't worry.
Don't worry.
Don't worry.
Don't worry.
Don't worry.
Finish this.
Finish this.
Flip a coin.
Forgive Tom.
Get dressed.
Get dressed.
Get serious.
Get the box.
Get the box.
Go home now.
Go home now.
Go home now.
Go home now.
Go home now.
Go on ahead.
Go to sleep.
Go with Tom.
Go with Tom.
Grab a seat.
Have a beer.
Have a look.
Have a look.
Have a look.
Have a look.
Have a seat.
Have a seat.
Have we met?
He can come.
He can read.
He can swim.
He chuckled.
He chuckled.
He found it.
He found it.
He got away.
He grew old.
He grew old.
He has come!
He has guts.
He has wine.
He helps us.
He is drunk.
He is drunk.
He is eight.
He is hated.
He is nasty.
He is young.
He likes me.
He likes me.
He loves me.
He loves us.
He needs it.
He resigned.
He squinted.
He squinted.
He stood up.
He stood up.
He stood up.
He was busy.
He's a hunk.
He's a hunk.
He's a jerk.
He's a liar.
He's a nerd.
He's a slob.
He's asleep.
He's coming.
He's coming.
He's crying.
He's faking.
He's loaded.
He's loaded.
He's loaded.
He's my age.
He's not in.
He's not in.
He's not in.
Help me out.
Help me out.
Here I come.
Here I come.
Here she is!
Here we are!
Here we are!
Here we are!
Here we are.
Here we are.
Here we are.
How are you?
How are you?
How are you?
How are you?
How are you?
How are you?
How curious!
How is life?
I also went.
I am French.
I am a cook.
I am a monk.
I am better.
I am better.
I am coming.
I am hungry.
I am joking.
I am single.
I am taller.
I apologize.
I asked Tom.
I assume so.
I bought it.
I buried it.
I buried it.
I burned it.
I burned it.
I came back.
I can dance.
I can do it.
I can do it.
I can do it.
I can do it.
I can't eat.
I can't say.
I can't say.
I can't see.
I can't see.
I can't see.
I can't win.
I can't win.
I can't win.
I caught it.
I caught it.
I confessed.
I confessed.
I could try.
I cut class.
I didn't go.
I didn't go.
I didn't go.
I didn't go.
I dozed off.
I eat a lot.
I eat alone.
I eat alone.
I eat bread.
I eat fruit.
I exercised.
I exercised.
I feel blue.
I feel blue.
I feel cold.
I feel fine.
I feel good.
I feel lost.
I feel lost.
I feel safe.
I feel sick.
I feel weak.
I feel well.
I felt dumb.
I felt dumb.
I felt fear.
I felt good.
I felt safe.
I felt safe.
I got bored.
I got dizzy.
I got dizzy.
I got fined.
I got fined.
I got fined.
I got fined.
I got fined.
I got fined.
I got fined.
I got fined.
I got fined.
I got fined.
I got fined.
I got lucky.
I got lucky.
I got upset.
I got upset.
I got upset.
I got upset.
I guess not.
I guess not.
I had to go.
I hate dogs.
I hate dogs.
I hate fish.
I hate golf.
I hate milk.
I hate sand.
I hate sand.
I hate that.
I hate them.
I hate this.
I hate work.
I have cash.
I have cash.
I have eyes.
I have food.
I have food.
I have time.
I have time.
I have wine.
I know that.
I know them.
I know this.
I know this.
I like beer.
I like blue.
I like blue.
I like both.
I like both.
I like cake.
I like cats.
I like cats.
I like dogs.
I like jazz.
I like math.
I like milk.
I like rice.
I like rock.
I like that.
I like that.
I like them.
I like this.
I like this.
I liked Tom.
I live here.
I love Mary.
I love golf.
I love kids.
I love life.
I loved you.
I loved you.
I loved you.
I made rice.
I messed up.
I messed up.
I messed up.
I messed up.
I messed up.
I messed up.
I must hide.
I must obey.
I must obey.
I nailed it.
I nailed it.
I nailed it.
I need food.
I need glue.
I need more.
I need more.
I need some.
I need that.
I need that.
I need that.
I need them.
I need them.
I need time.
I need time.
I never bet.
I never bet.
I never win.
I never win.
I often ski.
I oppose it.
I oppose it.
I pay taxes.
I pay taxes.
I read lips.
I recovered.
I recovered.
I recovered.
I recovered.
I said stop.
I said that.
I saved you.
I saved you.
I saved you.
I saved you.
I saved you.
I saved you.
I saw a dog.
I sell cars.
I should go.
I should go.
I smell gas.
I surrender.
I thank you.
I trust her.
I trust him.
I trust him.
I trust you.
I trust you.
I waited up.
I want Mary.
I want cash.
I want eggs.
I want kids.
I want mine.
I want mine.
I want more.
I want more.
I want soup.
I want that.
I want that.
I want them.
I want this.
I want time.
I was alone.
I was alone.
I was alone.
I was bored.
I was broke.
I was dizzy.
I was dizzy.
I was drunk.
I was fired.
I was fired.
I was fired.
I was hired.
I was lucky.
I was moved.
I was naive.
I was naive.
I was naive.
I was naive.
I was naive.
I was naive.
I was naive.
I was ready.
I was ready.
I was ready.
I was sober.
I was sorry.
I was sorry.
I was there.
I was there.
I was there.
I was there.
I was third.
I was tired.
I was tired.
I was wrong.
I was wrong.
I was wrong.
I washed it.
I washed it.
I went home.
"I went, too."
"I went, too."
"I went, too."
I will come.
I will help.
I will obey.
I will wait.
I will walk.
I will work.
I will work.
I won again.
I won't cry.
I won't cry.
I work here.
I'll attend.
I'll attend.
I'll buy it.
I'll cancel.
I'll change.
I'll decide.
I'll decide.
I'll get in.
I'll get it.
I'll get it.
I'll get up.
I'll go now.
I'll go see.
I'll manage.
I'll scream.
I'll try it.
I'll try it.
"I'm 17, too."
I'm a baker.
I'm a baker.
I'm a child.
I'm all set.
I'm all set.
I'm ashamed.
I'm at home.
I'm at home.
I'm at work.
I'm baffled.
I'm blessed.
I'm blessed.
I'm careful.
I'm careful.
I'm certain.
I'm certain.
I'm chicken.
I'm chicken.
I'm cooking.
I'm correct.
I'm curious.
I'm curious.
I'm dancing.
I'm dieting.
I'm driving.
I'm driving.
I'm engaged.
I'm engaged.
I'm excited.
I'm excited.
I'm falling.
I'm fasting.
